,Students age,Gender,Relationship status,Type of University,Father's education,Mother's education,Father's Occupation,Mother's Occupation,Family Income(monthly),Number of Siblings,Parental status,Previous School Location,Previous College Location,SSC result,HSC result,Scholarship in SSC,Scholarship in HSC,Accommodation,Weekly Study Time at home,Reading Scientific books/articles/journals,Reading Non-Scientific books/articles/journals,Attendance in class,Mid-Term Exam Preparation,Taking Exam Preparation,Taking Class Note,Any Co-curricular activity,Attend any Seminar related to department,Any part-time job,Smoking,Sports/ Exercise,Undergraduate 1st semester result (CGPA/GPA out of 4)
343,1,1,0,0,4,3,4,4,1,1,0,1,1,2,3,0,0,1,1,1,1,2,1,1,2,0,1,0,0,1,4
344,1,0,0,0,3,1,3,4,1,1,0,1,1,3,3,0,0,2,1,0,1,2,2,1,1,1,1,0,0,1,6
345,0,1,1,0,4,1,3,4,1,1,0,1,2,3,3,1,0,1,1,1,1,2,1,1,2,1,1,0,0,1,5
346,1,1,0,0,3,2,3,4,1,1,0,1,1,3,3,0,0,1,1,1,1,2,1,1,2,1,1,0,0,0,6
347,1,1,0,0,4,4,3,3,2,1,0,1,1,2,3,0,0,1,2,0,1,2,1,1,1,0,1,0,0,0,7
348,1,0,0,0,1,1,1,4,0,1,0,0,1,2,2,0,0,2,1,1,1,2,2,2,2,0,1,0,0,1,5
349,1,1,0,0,3,4,3,3,2,3,0,2,1,3,3,1,0,1,1,1,1,2,1,1,2,1,1,0,0,0,4
350,1,0,0,0,0,2,1,4,0,2,0,0,2,2,3,0,0,2,1,1,0,2,2,1,1,1,1,3,1,1,3
351,1,0,2,0,2,1,1,4,0,2,0,0,1,2,3,0,0,3,1,0,0,2,2,1,1,0,1,1,0,1,5
352,1,0,0,0,3,1,0,4,2,2,0,2,2,2,3,0,0,2,1,0,1,2,2,1,1,1,1,0,0,1,5
353,1,1,0,0,4,3,2,3,1,1,0,2,2,3,3,0,0,1,1,1,0,2,1,2,1,0,0,2,0,1,4
354,1,1,0,0,0,1,2,4,1,3,0,0,1,3,3,0,0,0,1,1,1,2,2,2,2,1,1,1,0,1,7
355,0,1,0,0,1,1,1,4,0,2,0,1,1,3,3,0,0,1,1,1,1,2,2,1,2,0,0,0,0,1,4
356,1,0,0,0,3,2,1,4,1,0,0,0,0,2,3,0,0,2,1,1,1,2,2,2,2,1,1,0,0,1,6
357,0,1,0,0,4,3,3,4,0,1,0,2,2,3,3,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,4
358,1,0,0,0,3,2,2,4,1,1,0,2,2,3,3,0,0,2,1,1,1,2,2,2,2,1,1,3,0,1,5
359,1,0,0,0,2,1,1,4,0,2,0,0,1,3,3,0,0,1,3,1,1,2,1,1,2,0,0,0,0,0,5
360,0,0,0,0,2,2,1,4,0,1,0,0,0,3,3,0,0,2,2,0,1,2,1,1,1,0,1,0,0,1,3
361,1,0,0,0,4,3,3,3,1,0,0,1,2,3,3,1,0,2,5,0,0,1,1,2,1,0,1,0,0,1,1
362,0,0,0,0,4,4,2,4,4,3,0,1,1,3,3,0,0,2,2,0,0,2,1,1,1,0,0,0,1,1,1
363,0,0,0,0,3,2,3,4,0,3,0,0,1,2,3,0,0,2,1,0,1,2,1,1,1,1,1,0,0,1,3
364,1,0,0,0,3,3,3,4,3,2,0,2,2,3,3,1,0,2,3,0,0,2,1,1,1,0,1,0,0,1,2
365,1,1,0,0,3,3,0,0,1,2,0,1,1,2,3,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1
366,0,0,2,0,3,2,2,4,1,0,0,0,0,3,3,0,0,2,3,1,0,2,1,2,2,0,0,2,0,1,4
367,0,0,0,0,3,2,0,4,2,0,0,1,1,2,2,0,0,0,2,1,1,2,1,2,1,1,0,1,1,1,2
368,1,0,0,0,4,3,0,0,2,1,2,1,1,2,3,0,0,2,2,1,1,2,1,1,1,1,0,0,1,1,3
369,0,0,0,0,4,2,0,4,2,2,0,2,2,2,2,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,1
370,0,1,0,0,0,1,2,4,0,0,0,0,1,2,3,0,0,1,1,1,1,2,2,2,2,0,1,0,0,1,4
371,1,0,0,0,2,2,0,0,1,1,0,1,1,2,3,0,0,3,3,1,0,2,0,2,1,1,0,0,0,1,3
372,1,0,0,0,4,1,3,4,0,3,0,2,2,3,3,0,0,2,1,1,0,2,1,1,1,1,1,0,0,1,2
373,1,0,1,0,1,1,2,4,1,2,0,2,2,3,3,1,0,2,1,1,1,2,1,2,2,1,1,0,0,1,3
374,0,1,0,0,3,3,0,4,0,0,0,2,2,3,3,1,0,1,1,1,1,2,1,2,2,1,0,0,0,0,4
375,1,0,0,0,1,1,2,4,0,2,0,2,2,3,3,1,0,3,1,0,1,2,2,1,2,0,0,0,0,1,3
376,0,1,0,0,1,2,2,4,2,3,0,2,2,3,3,0,0,1,2,0,1,2,1,1,2,1,0,0,0,1,1
377,1,0,0,0,0,1,4,4,1,2,0,1,2,2,3,0,0,0,0,0,0,2,1,1,1,0,0,3,0,1,2
378,0,1,0,0,3,3,2,3,3,1,0,1,1,3,3,0,0,1,1,0,1,2,1,1,1,0,0,0,0,1,4
379,1,0,0,0,3,3,0,4,1,1,0,0,2,2,3,0,0,2,2,0,1,2,1,1,1,1,0,0,0,1,4
380,0,1,1,0,3,2,3,4,4,1,0,2,2,3,3,0,0,1,1,0,0,2,2,1,1,0,1,0,0,1,2
381,0,1,0,0,4,2,0,4,0,2,0,2,2,3,3,1,0,1,2,1,1,2,1,1,1,0,1,0,0,1,2
382,0,0,0,0,2,3,0,4,1,3,0,0,1,2,3,0,0,0,1,0,0,2,1,1,1,0,0,0,0,1,3
383,0,1,0,0,4,4,0,0,1,2,0,2,2,3,2,0,0,2,5,1,1,2,1,2,1,1,0,0,0,1,0
384,0,1,1,0,3,3,4,4,2,2,0,1,1,3,3,0,0,2,2,0,0,1,1,2,2,1,1,0,0,2,4
385,1,0,0,0,0,0,2,4,0,0,0,0,1,3,3,0,0,2,3,1,0,2,2,2,2,1,1,1,0,1,1
386,0,0,0,0,1,0,2,4,1,3,0,0,2,3,3,0,0,3,1,1,0,2,2,2,2,1,1,2,0,1,4
387,1,0,0,0,3,2,0,4,1,2,0,0,1,3,3,0,0,2,2,0,0,2,1,2,2,1,1,1,0,1,5
388,1,0,2,0,1,1,4,4,0,3,0,0,1,2,3,0,0,2,0,0,0,2,1,1,1,0,1,1,0,0,3
389,0,1,0,0,2,1,0,4,1,3,0,1,1,2,3,0,0,1,2,1,1,2,1,1,2,0,0,0,0,0,3
390,1,1,0,0,3,4,3,3,2,3,0,1,1,3,3,0,0,1,2,1,1,2,1,1,1,1,1,1,0,1,6
391,0,1,0,0,3,0,4,4,4,3,0,1,2,2,3,0,0,1,2,0,0,2,1,1,2,0,0,0,0,0,3
392,1,1,1,0,2,1,2,4,4,1,0,2,2,3,2,0,0,0,1,1,1,2,2,2,1,1,1,1,0,0,5
393,1,1,1,0,3,1,0,4,2,1,0,2,2,3,2,0,0,2,1,0,0,2,2,1,1,1,1,0,0,0,4
394,2,0,1,0,4,2,3,4,2,1,0,1,1,3,3,0,0,2,0,0,1,2,2,1,0,1,0,1,0,0,4
395,2,0,0,0,3,3,3,3,4,1,0,1,1,3,3,1,0,1,1,1,0,2,1,1,1,1,1,0,0,2,6
396,2,0,0,1,1,1,2,4,4,2,0,1,1,3,2,0,0,2,0,0,0,2,2,1,0,1,0,0,0,2,4
397,1,0,0,0,3,3,2,4,1,2,1,1,1,3,2,1,0,1,0,0,0,1,2,1,0,1,1,0,1,1,3
398,2,0,1,0,1,1,2,4,2,1,0,1,1,2,2,0,0,1,1,0,0,2,2,1,0,0,1,0,1,1,4
399,2,0,0,2,4,3,3,3,4,1,0,1,1,3,3,1,0,1,5,1,1,2,1,2,2,1,1,1,0,0,7
400,2,0,0,0,2,1,0,4,1,2,0,1,1,3,2,0,0,1,0,0,0,1,2,1,0,1,0,0,1,2,2
401,2,0,0,2,0,0,1,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,3
402,1,1,1,1,2,1,4,4,1,3,1,1,1,3,3,1,0,2,3,0,1,2,2,2,1,1,1,0,0,0,6
403,1,0,0,0,2,1,2,4,1,0,0,2,2,3,2,0,0,1,1,0,0,2,1,1,1,0,1,1,1,1,4
404,2,0,1,0,3,2,0,4,2,1,0,1,1,3,2,0,0,2,0,0,1,1,2,1,0,1,1,3,1,0,3
405,1,1,1,2,2,1,2,4,4,1,0,1,1,3,2,0,0,0,2,0,1,0,1,2,1,0,0,0,0,0,4
406,2,0,0,1,1,1,1,4,2,1,1,1,1,3,2,0,0,1,0,0,0,1,1,1,0,1,1,2,0,0,4
407,2,0,0,0,2,1,2,4,1,3,0,1,1,3,1,0,0,1,1,0,0,2,2,1,0,1,0,2,1,0,4
408,2,1,1,0,3,3,0,4,4,1,0,1,1,3,2,0,0,2,1,0,1,2,2,1,1,1,1,0,0,0,5
409,2,0,0,1,2,0,4,4,1,2,1,1,1,2,2,0,0,2,2,1,1,2,1,1,0,0,1,0,0,0,5
410,2,0,0,0,3,1,3,4,4,0,0,1,1,3,3,0,0,0,2,0,0,2,1,2,2,0,0,0,0,0,5
411,1,0,0,2,0,0,1,4,0,2,0,0,1,2,1,0,0,2,2,0,0,2,2,2,1,1,1,1,0,1,4
412,1,0,0,0,2,0,4,4,1,2,0,1,1,3,2,1,0,1,3,1,0,2,1,2,2,1,1,0,0,0,7
413,1,0,0,0,2,2,2,4,1,1,0,0,0,3,1,0,0,1,2,1,0,2,2,1,1,1,1,1,0,1,5
414,2,1,1,0,3,2,0,4,2,1,0,1,1,3,3,1,0,0,2,1,1,2,1,2,2,0,1,0,0,0,6
415,1,0,1,0,3,2,3,4,2,1,0,1,1,3,3,0,0,1,1,0,1,2,2,1,1,1,1,1,1,0,6
416,2,0,0,1,0,0,1,4,1,2,0,0,0,2,2,0,0,2,5,1,0,2,1,1,1,0,1,0,0,2,7
417,1,1,0,2,3,1,3,4,0,3,0,2,2,3,2,0,0,0,2,1,1,0,1,1,0,1,0,0,0,0,1
418,1,1,0,0,2,2,2,4,4,3,0,2,2,3,2,0,0,1,3,1,1,2,1,2,2,1,0,1,0,1,7
419,1,1,0,2,3,2,2,4,2,3,0,2,2,3,2,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,4
420,1,0,0,1,0,0,2,4,2,2,1,1,2,2,1,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,1
421,2,0,1,2,3,1,0,0,2,2,0,1,2,3,2,1,0,2,2,0,1,1,1,1,1,1,0,1,0,1,4
422,2,0,0,0,3,1,3,4,1,3,0,1,2,2,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,3
423,2,1,0,2,1,0,2,4,4,1,0,0,1,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1
424,2,0,1,1,1,0,2,4,3,2,0,0,1,2,2,0,0,2,1,0,1,1,1,1,0,0,0,0,1,1,1
425,2,0,0,0,3,2,3,3,1,1,1,1,1,3,2,0,0,1,2,1,0,2,1,2,2,0,1,1,0,1,6
426,2,0,0,0,4,3,3,4,2,1,0,1,1,3,3,1,0,0,2,1,1,2,1,2,2,0,1,1,0,0,7
427,1,1,0,2,1,0,2,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
428,1,0,1,1,2,1,2,4,0,1,1,1,1,2,1,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,4
429,1,0,2,1,3,1,0,4,1,0,0,1,1,3,2,0,0,2,1,0,0,2,1,1,1,1,1,3,0,0,4
430,1,1,0,0,4,0,3,4,1,1,0,1,1,3,3,0,0,1,5,1,1,2,2,2,2,0,0,0,0,1,7
431,2,1,0,2,2,1,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
432,1,1,1,1,2,1,3,4,0,3,1,1,1,3,2,1,0,2,2,0,1,2,1,2,2,1,1,1,0,0,6
433,2,0,1,1,3,3,3,4,3,1,0,1,1,3,3,0,0,2,1,0,0,2,2,1,1,1,0,0,0,0,4
434,1,0,1,2,4,3,0,0,4,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,2,0,1,1,1,1,2,4,4,0,0,1,1,3,2,0,0,2,0,0,0,1,2,1,0,0,0,0,1,0,3
436,1,1,1,1,1,2,1,0,1,1,0,0,1,2,2,0,0,2,2,0,0,2,1,2,1,0,0,0,0,1,5
437,2,0,0,2,1,1,1,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
438,2,0,0,2,1,0,2,4,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1
439,2,0,1,1,3,0,1,4,1,3,0,0,0,2,2,0,0,2,1,0,0,1,1,2,1,0,0,3,1,1,5
440,2,0,1,2,3,1,0,4,2,1,0,1,1,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2
441,1,1,1,2,3,0,1,4,1,3,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
442,1,0,0,2,1,0,2,4,2,1,0,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3
443,2,0,2,0,3,2,2,4,4,2,0,0,1,3,3,1,1,2,0,0,0,2,2,1,1,1,1,1,1,1,4
444,1,0,0,2,3,0,1,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1
445,1,0,0,0,2,2,2,4,2,1,0,1,1,3,2,0,0,1,1,0,0,2,2,1,0,1,1,0,0,0,5
446,2,0,0,0,3,0,4,4,1,1,0,0,1,3,3,1,0,1,2,0,1,2,1,2,2,1,1,1,0,0,6
447,2,0,0,0,0,0,1,4,0,2,0,0,1,3,3,0,0,1,2,1,1,2,1,2,2,1,1,1,0,1,7
448,2,0,1,0,2,0,3,4,1,1,0,0,1,3,3,0,0,1,3,1,1,2,1,2,2,1,1,1,0,2,7
449,0,0,0,1,3,2,3,4,1,2,0,1,1,3,2,1,0,2,1,0,0,2,1,1,1,1,0,0,0,1,6
450,1,0,1,0,4,3,0,4,4,1,0,1,1,3,3,1,1,1,1,0,0,2,2,1,1,1,0,0,1,1,6
451,1,0,0,1,3,2,0,4,4,1,0,1,1,3,2,0,0,2,0,0,0,2,2,1,1,1,0,3,1,0,4
452,2,0,2,2,2,1,1,4,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,2
453,1,1,0,2,1,0,1,4,2,2,0,0,0,2,1,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,4
454,2,0,0,0,4,2,3,4,2,1,0,1,1,3,3,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,6
455,1,0,0,0,4,3,3,3,4,1,0,1,1,3,3,0,0,0,0,0,1,1,2,1,1,1,1,3,1,1,4
456,2,0,0,1,3,1,3,4,1,1,0,1,1,3,2,0,0,2,1,0,0,2,1,2,1,0,0,1,0,1,5
457,2,0,1,0,3,2,2,4,4,2,0,1,1,3,3,1,0,0,0,0,0,0,1,1,0,1,1,2,1,1,2
458,1,1,0,1,0,0,2,4,1,3,0,0,1,3,2,0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,2
459,1,0,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
460,0,1,0,0,3,2,0,4,2,1,0,0,1,3,3,0,0,1,1,0,0,2,1,2,2,0,0,0,0,0,4
461,0,0,1,0,4,3,3,4,4,0,0,1,1,3,3,1,0,1,0,0,0,2,2,1,0,1,0,0,0,1,4
462,0,0,0,0,3,1,0,4,2,1,0,0,1,3,2,0,0,1,1,0,0,2,2,2,2,1,0,0,0,1,5
463,0,1,0,0,2,2,2,4,1,2,0,0,0,3,2,0,0,1,2,0,1,2,1,2,2,0,0,0,0,0,6
464,1,0,1,0,3,1,0,4,1,1,0,1,1,3,3,1,0,1,2,1,0,2,2,2,2,0,0,1,0,1,5
465,0,0,0,0,3,2,3,3,4,2,0,1,1,3,2,0,0,1,1,0,0,2,2,1,1,0,0,0,1,1,3
466,0,0,1,0,2,3,2,4,2,1,0,0,1,3,3,0,0,1,2,1,1,2,1,2,2,1,0,1,0,0,5
467,1,0,0,0,3,2,3,4,2,2,0,0,1,3,3,1,0,1,1,0,0,2,2,1,1,1,0,1,1,1,5
468,1,0,0,0,1,0,0,4,0,3,0,0,0,3,3,0,0,1,3,0,1,1,1,1,1,0,0,0,0,1,5
469,1,1,0,1,2,0,2,4,4,1,0,2,2,2,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,3
470,1,1,0,2,2,0,2,4,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
471,1,1,1,2,3,2,0,4,2,1,0,0,1,3,2,0,0,2,1,0,1,0,0,1,1,0,0,0,0,1,3
472,1,0,1,1,2,2,2,3,3,1,0,0,1,3,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,2
473,2,0,1,2,3,2,0,3,4,1,0,2,2,3,2,0,0,1,1,0,0,0,2,1,1,0,0,1,1,2,2
474,1,1,1,2,3,3,3,4,2,1,0,0,1,2,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
475,1,1,1,2,1,0,2,0,1,1,1,0,0,2,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2
476,1,1,0,0,3,1,0,4,2,1,0,0,2,3,3,1,0,1,3,0,1,2,2,2,2,1,1,0,0,1,7
477,2,0,2,2,0,0,1,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
478,2,1,2,2,1,0,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
479,1,1,0,1,0,0,2,4,4,1,0,1,1,3,2,1,0,0,3,0,1,2,1,2,2,0,1,0,0,0,7
480,2,0,1,1,0,0,2,4,4,1,0,1,1,2,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,3
481,2,0,0,1,2,1,3,4,0,1,0,0,0,3,2,0,0,2,2,0,1,2,1,2,2,0,0,1,0,1,6
482,1,0,0,0,2,1,3,4,1,2,0,0,0,3,2,0,0,2,0,0,0,0,2,1,0,0,0,1,0,1,1
483,1,1,1,1,3,1,3,4,2,1,0,0,1,3,3,0,0,0,2,0,1,2,1,2,2,0,1,1,0,1,7
484,1,1,0,1,3,1,2,4,2,1,0,0,1,3,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,1
485,1,0,1,1,3,3,0,4,4,1,0,1,1,3,3,1,0,0,0,0,1,0,2,1,0,1,1,3,1,1,1
486,2,0,1,0,3,1,3,4,3,1,0,0,2,3,3,1,1,1,3,0,0,2,2,2,2,1,0,1,1,1,7
487,1,1,1,0,3,3,3,4,3,1,0,1,1,3,3,1,0,2,3,0,0,2,1,2,2,1,1,0,0,0,7
488,2,0,0,1,3,1,0,4,2,3,0,0,0,3,2,1,0,2,3,1,0,0,1,2,1,0,1,3,1,1,4
489,1,1,1,1,4,3,2,0,4,2,0,1,1,3,3,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,4
490,1,0,1,2,3,2,2,3,4,2,0,0,1,3,2,1,0,2,0,1,1,0,1,1,1,0,0,0,0,1,1
491,2,0,0,0,3,2,2,3,4,2,0,0,1,3,3,1,1,1,3,1,1,2,1,2,2,0,0,0,0,2,7
492,2,1,1,0,3,3,0,3,3,3,0,1,1,3,3,1,1,1,3,1,1,2,1,2,2,1,0,0,0,0,7
493,2,1,1,1,3,1,2,4,3,2,0,1,1,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
494,2,1,1,2,2,1,2,4,2,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
495,2,1,1,2,1,0,2,4,0,1,1,0,1,2,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
496,2,1,1,2,1,0,2,4,1,1,1,0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
497,2,1,0,2,0,0,2,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
498,2,1,1,2,2,1,2,4,4,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
499,1,1,0,2,2,1,2,4,2,2,0,1,1,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,4
500,1,0,0,2,2,1,2,4,1,1,1,0,0,2,1,0,0,0,1,0,0,0,1,1,1,1,0,2,0,1,3
501,2,0,1,0,3,1,2,4,2,2,0,0,1,3,2,0,0,1,1,0,1,2,2,1,1,1,1,1,0,0,6
502,2,0,1,0,4,2,3,4,2,1,0,1,1,3,3,1,1,1,0,0,0,2,2,1,0,1,1,0,1,1,5
503,1,0,0,0,3,3,3,3,4,1,0,1,1,3,2,0,0,1,1,1,1,2,2,1,0,1,1,1,0,1,5
504,2,0,0,0,4,3,3,4,2,1,0,0,1,3,3,1,1,1,2,1,1,2,1,2,2,1,1,1,0,0,7
505,1,0,0,2,2,1,2,4,1,2,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
506,1,0,1,0,3,2,0,4,1,1,0,0,1,3,2,0,0,1,2,0,1,2,1,2,1,1,1,1,0,1,6
507,1,1,1,1,3,2,3,4,3,1,0,1,1,3,3,1,0,2,1,0,1,2,1,1,2,0,1,0,0,0,6
508,1,1,0,0,3,1,2,4,4,1,0,1,1,3,2,0,0,1,3,1,1,2,1,2,2,1,1,0,0,0,7
509,2,1,1,0,3,2,0,4,2,0,0,1,1,3,3,1,1,1,1,0,1,2,1,2,1,0,1,0,0,0,6
510,2,0,1,0,5,4,3,3,4,1,0,1,1,3,3,1,0,1,2,1,1,2,1,1,1,1,1,1,0,1,6
511,0,0,1,1,4,2,0,4,4,0,0,1,1,3,3,0,0,2,0,0,0,2,2,1,0,0,1,0,1,1,4
512,0,0,0,1,3,2,0,4,2,1,0,1,1,3,3,1,0,2,2,0,0,2,1,1,1,1,1,0,1,1,6
513,1,0,0,0,3,1,3,4,4,1,0,1,1,3,3,1,1,1,1,1,0,2,2,1,1,1,1,1,0,1,5
514,2,0,2,2,3,1,2,4,2,2,0,0,0,3,2,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,3
515,1,0,0,0,4,2,3,4,4,1,0,1,1,3,3,0,0,1,2,0,1,2,1,1,1,0,1,0,0,0,5
516,0,1,1,1,4,4,3,3,4,1,0,1,1,3,3,0,0,2,1,0,1,2,1,1,1,0,1,0,0,0,4
517,2,1,0,0,5,4,3,3,4,1,0,1,1,3,3,1,1,0,5,1,1,2,1,2,2,1,1,0,0,0,7
518,0,0,1,2,2,1,2,4,4,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2
